sha256,pkgName,googlePlayDescription
E5AE560183E9A04493191CF9E24DE8B6C6633953F880EBF1FA8C2DC0DB9873F7,com.miniclip.plagueinc,"Can you infect the world? Plague Inc. is a unique mix of high strategy and terrifyingly realistic simulation.  Your pathogen has just infected 'Patient Zero'. Now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.   Brilliantly executed with innovative gameplay and built from the ground up for touchscreen, Plague Inc. from developer Ndemic Creations evolves the strategy genre and pushes mobile gaming (and you) to new levels. It’s You vs. the world - only the strongest can survive!   Plague Inc. is a global hit with features in newspapers such as The Economist, New York Post, Boston Herald, The Guardian and London Metro!   The developer of Plague Inc. was invited to speak at the CDC in Atlanta about the disease models inside the game and partnered with the World Health Organisation during the covid pandemic to produce an expansion for the game: Plague Inc: The Cure.  ◈◈◈  Features:  ● Highly detailed, hyper-realistic world with advanced AI (Outbreak management)  ● Comprehensive in-game help and tutorial system (I am Legendarily helpful)  ● 12 different disease types with radically different strategies to master (12 Monkeys?)  ● Full Save/Load functionality (28 Saves Later!)  ● 50+ countries to infect, hundreds of traits to evolve and thousands of world events to adapt to (Pandemic evolved)  ● Full game support for scoreboards and achievements  ● Expansion updates add the mind controlling Neurax Worm, the zombie producing Necroa Virus, Speed Runs and real life Scenarios! ● Can you save the world? Take control and stop a deadly global plague in our biggest expansion yet!  Localised in English, German, Spanish, Brazilian Portuguese, Italian, French, Japanese, Korean and Russian.  P.S. Give yourself a pat on the back if you got all the themed literature references!   ◈◈◈  Like Plague Inc. on Facebook:  http://www.facebook.com/PlagueInc   Follow me on Twitter:  www.twitter.com/NdemicCreations"
49338442219C2AB9E04C0184950235207C3FFB543435606AAD80A8CDE97C5986,com.jpcxc.xqwdroid,"Chess wizard Android Edition is a powerful mobile platform chess game, chess wizards and Windows version of the same has superior chess, mobile phones and tablet PC users to experience the fun of Chinese chess the best choice. Chess wizard Android version start flexible, the pieces also have a considerable level of chess, while a variety of difficulty and let the child set, increase the fun of playing chess; support for a key share microblogging recorded by wonderful game, while sharing to a friend; built thousands plate scrapping exercises, provides archiving, guidance and other functions to help improve chess chess enthusiasts to experience the fun of chess. Chess wizard Android version built arena, synchronized with the Windows version of chess wizard arena. Arena simulate more than 20 different levels of opponents, suitable for all levels of chess enthusiasts evaluate their own chess; with ELO rating points rating system, with many chess enthusiasts to participate together with the results of the rankings, to enjoy the joy of chess progress."
28168DAB44F9EB3E7D956CCBA97CD1294466F063DE6989B0FDF17FFBDB53FE1E,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
089232B9F5D82772FDDA10C4C449FA4670F9E5C69B1FE97DF50AA60710A12B63,com.mfw.roadbook,"◆ Travel guide: destination/free travel and other guides, reliable and practical ◆ User sharing: strategies/travel notes/notes/videos/questions and answers, authentic and trustworthy ◆ Mall specials: free travel, local tours, hotels, visas, tickets, car rentals, WiFi and other free travel products are all available, with high quality and good service Features you care about: [Polaris Travel Guide Reliable and Practical] 1. Global destination travel guide: attractions, local experiences, hotel guides, local food, shopping recommendations, comprehensive introduction to food, accommodation, travel, shopping and entertainment 2. Guide community: Answer guide questions in real time, ask guide editors questions, communicate with fellow travelers, and improve decision-making efficiency. has a problem? Join the group to communicate  [Check the guide anytime: The treasures and experiences of hundreds of millions of travel enthusiasts are here] 1. Overseas travel and new domestic ways to play, you can check the fun guide at any time during the trip 2. Long travel notes, short videos, mutual Q&A, and a variety of strategy information for you to search 3. Authentic, reliable and useful, travelers’ experience is the most trustworthy  [Travel and entertainment community: you can make friends when you go to distant places, and you can form a game over the weekend] 1. Travel enthusiasts gather here and can initiate friendships at any time to meet in distant places. 2. Quickly find like-minded friends and spend every fun weekend with them in the same city.  [Preferred travel products, great value, complete service guarantee] 1. Go on vacation: covering topics such as island leisure, honeymoon vacation, parent-child travel, etc., including flight + wine packages, special air tickets, small group tours, cruises, visas, and airport transfers, to meet your travel needs at any time 2. Local tours: covering domestic, Hong Kong, Macao, Taiwan, Japan, Korea, Southeast Asia, Europe, the United States and Australia, including attraction tickets, transportation vehicles, one-day/multi-day tours, local special experiences, performances and exhibitions, allowing you to eat, drink and have fun without worries 3. Book hotels: Globally selected/popular/special hotels and B&Bs, exclusive prices, saving money and worry 4. Customized travel: worry-free service, conscience customization, good fun, great experience, private and safe 5. There are constant holiday promotions, and you can enjoy instant discounts when ordering through the App  Before traveling, go to Mafengwo first May your travel wishes come true —Mafengwo App Team  【contact us】 Official website: www.mafengwo.cn Official Weibo: Mafengwo official Weibo Official WeChat ID: mafengwo2006"
9E0316BF6A42149287D5ADDBD790D1A27B43D54847EA33015F92217E38974B70,com.gameloft.android.ANMP.GloftA8HM,"Part of Gameloft’s Asphalt franchise, Asphalt 8 offers an extensive collection of over 300 licensed cars and motorbikes, delivering action-packed races across 75+ tracks. Immerse yourself in the thrilling world of high-speed racing as you jump into the driver's seat.  Explore stunning scenarios and landscapes, ranging from the scorching Nevada Desert to the bustling streets of Tokyo. Compete against skilled racers, conquer exciting challenges, and engage in limited-time special racing events. Prepare your car for the ultimate test and unleash your drifting skills on the asphalt.  Licensed luxury cars and motorcycles Luxury cars and motorcycles take center stage in Asphalt 8, with an impressive selection of top-tier vehicles from renowned manufacturers like Lamborghini, Bugatti, Porsche, and more. Experience the power of over 300 high-performance cars and motorcycles, alongside a wide variety of racing motorbikes. Customize and design your race cars and motorcycles to stand out from the crowd. Collect special-edition cars, explore diverse worlds and scenarios, all while perfecting your drifting technique.  Show your racing style Showcase your unique racing style by unleashing your creativity and customizing your racer avatar. Mix and match clothes and accessories to craft a one-of-a-kind look that complements your car. Let your personality shine through as you dominate the racetrack.  Get airborne with Asphalt 8 Prepare for exhilarating gravity-defying action in Asphalt 8. Take your race to the skies as you hit ramps and perform breathtaking barrel rolls and 360° jumps. Compete against other racers or challenge yourself in single-player mode, executing daring mid-air maneuvers and stunts in your car or motorcycle to maximize your speed. Customize your controls and on-screen icons to suit your playstyle, ensuring victory in every race.  Endless content for speed enthusiasts Fuel your racing passion with a constant stream of fresh content. Experience regular updates, unlock powerful car upgrades, and dominate the competitive circuit. Explore seasons, engage in live events, and discover unique game modes. Compete in limited-time Cups to win valuable prizes, including early access to the latest cars and motorbikes.  Multiplayer and single-player racing thrill Immerse yourself in thrilling multiplayer and single-player races. Join the multiplayer community, compete in the World Series, and challenge skilled opponents. Earn points, unlock prizes, and feel the adrenaline in limited-time racing events and racing passes. Fight for victory and savor the intensity of each race.  _____________________________________________ Don't forget to follow us on social media: Discord: https://gmlft.co/A8-dscrd Facebook: https://gmlft.co/A8-Facebook Twitter: https://gmlft.co/A8-Twitter Instagram: https://gmlft.co/A8-Instagram YouTube: https://gmlft.co/A8-YouTube  Visit our official site at http://gmlft.co/website_EN Check out the new blog at http://gmlft.co/central  This app allows you to purchase virtual items within the app and may contain third-party advertisements that may redirect you to a third-party site.  Privacy Policy: http://www.gameloft.com/en/privacy-notice Terms of Use: http://www.gameloft.com/en/conditions-of-use End-User License Agreement: http://www.gameloft.com/en/eula"
A59102E979735A55FCACAE251D14AE8705F961366BE9B6974922DC916A30A451,com.zoner.android.security,"This app works on both mobile devices and tablets. You can switch the layout in settings.  Features available only in Zoner Mobile Security: * Ads detection  Other features: * Installed app protection * On-access and on-demand scan * Permission viewer * Automatic and manual database updates * Home screen widget * Secure messages  Zoner Mobile Security is a modern security and anti-virus solution for your device. It provides protection against viruses, dialers, trojans, worms, spyware, adware and other malware as well as phone call and message protection.   You can test the antivirus using applications containing the EICAR test file, like Zoner AntiVirus Test.  Ads detection provides you with notifications about installed apps that include ads.  App protection checks all newly installed applications for malware. You can scan any old installed applications from the menu.  On-access protection scans any downloaded files and optionally the whole SD Card when plugged in.  Secure messages are encrypted messages that you can send via SMS, email, facebook, twitter, etc. Zoner AntiVirus uses strong encryption to send selected messages in unreadable form. The recipient can read those messages only when he has the right key (password)."
862D71205BA4E0F614DE59B38DD83C55FF916CDA15DB7AA4C4534C1FB15EF8A2,com.tencent.qqmusic,"★ With millions of tracks on QQMusic, the right music is always at your fingertips whether you're working out, playing or relaxing. ★QQMusic is free on mobile, tablet and computer. And most importantly, your playlists synch instantly on all your devices with a QQ account. ★Diversified ways are here to discover music you will love. The latest hits, the artists or DJs you like, intelligent recommendation based on your listening history, your next favorite songs are waiting for you. ★Sharing with your QQ and wechat friends or within your online social network, music pulls you closer.   Note: QQMusic’s online streaming service is now only available within mainland China due to copyright."
7A41551E55C6217B364843C58CF902EC5B55158A9CA18880F2B2EBCAFA1FC21A,com.TeaM.Avatar,"You are welcome to experience AVATAR 2, the legendary and sought-after mobile farming game in Vietnam.   As well as growing plants and vegetables, you are also able to sell  home grown produce to your neighbors and friends. This game provides you with a special haven where your plants are evergreen and adorable domestic animals are raised.   Joining with us to make more great friends, upgrade your character with contemporary and ethereal clothing items.   Download game today to have a whale of a time with your buddies.   AVATAR 2 FEATURES:  - Grow plants and freely adjust or innovate your farmstead.  - Sell plants and fresh produce to neighbors and friends via your own supermarket  - Socialize and add more friends from all over the country - Take part in amusing activities like fishing, solving mazes and memory mini-games - Complete missions to obtain premier gifts for your character  For Customer Service Help: Email: help.avatarhd.team@gmail.com FB page: www.facebook.com/avt.teamobi"
1AB783A0348937417FEC94EB982F23D303C46F029101AF7D8B22D8EA2D336D26,com.herocraft.game.free.mig29,"What would you do with an enormous flying machine armed to the teeth with a variety of deadly weapons? Bring peace and justice to the world of course.  It's especially pleasing to bring peace with high-precision uranium core bombs or air to ground homing missiles.    Mig 2D has 20 levels of the most intense gameplay, offering you the chance not only to control a legendary fighter plane but to try some other, no less dangerous, war machines. You'll be opposed by legions of flying, floating, crawling and wheeled metal monsters both currently existing and fantasy designs. To destroy these steel hordes, set cleansing operations and make bright fireworks of enemy bases, there's a top arsenal of various weapons that may be upgraded and improved. Mig 2D offers three of the strongest ‘bosses’ ever to challenge your abilities. Mig 2D is a flight you'll remember forever!  • Giant level bosses • More than a dozen levels • Variety of upgradable weapons • Air, sea and ground enemies  _____________________________________  FOLLOW US: @Herocraft  WATCH US: youtube.com/herocraft  LIKE US: facebook.com/herocraft.games"
784E0860E67402661CDD5B48C51291D00C1164C6DF665F9FF01590B0F5463AF6,org.joa.zipperplus7,"This app help you to browse  (It is  archiver/extractor and It is useful tools for file management, and it require some permissions.)  Features: 	List of supported compression formats. 		7z jar 	List of supported decompression formats. 		zip, alz, egg, tar, tar.gz, tar.bz2, gz, bz2, rar, jar, 7z, lzh 		support split zip archive (z01,  z02 ..., zip.001, zip.002 ..)  	You can file management like copy,move,paste (for file, folder) 	You can file management like open,rename,delete (for file, folder)  		 	It support image viewer (include animated gif) 	It support text viewer (you can open large text file) 	You can manage files of your phone by wifi with Ftp Client or Ftp Server or Http Server 	You can check sdcard usage 	You can resize image file (like jpg, png) 	 	support file search & find string in text-files 	support lan-network 	support access for external storage 	support shortcut for app"
1EFF52D814549DBF95B9DD8886EE41341B93A998F97685C013F17D6CBDE60A21,com.devuni.flashlight,"Tiny Flashlight + LED is a simple, intuitive, and free torch app with support for LED flash light and several screen lights. Free flash plugins like the Strobe flashlight, Morse Code, and Blinking flash lights make this flashlight one of the best productivity tools for your device.  Flashlight app for any phone model and tablet. Flash notification and flash alerts. LED Flash brightness control.  <big><b>LED Light</b></big> Use the LED Light to switch on the camera flash as a torch. Check the information about the battery life and battery temperature while the torch is in use. Start the light timer to switch off the torch automatically after a predefined period. Enable the battery status and light timer from settings. Tap on the battery temperature indicator to toggle between Fahrenheit and Celsius. The LED Light screen is available on devices with camera flash.  <big><b>Brightness Control</b></big> Control the brightness level of your device's camera LED light using the brightness control at the bottom of the LED Light screen. The control offers several flashlight brightness levels depending on your device's hardware capabilities and allows for rapid changes between minimum and maximum brightness. The brightest flashlight level should be safe for continuous use but may decrease the battery charge faster. Flashlight Widgets with different brightness levels are available on the home screen and can be used to set a specific brightness level depending on your lighting needs. The Brightness Control functionality for the camera flash is accessible on Android 12+ but may not be available on some devices. The Screen Light brightness control is always available.  <big><b>Screen Light</b></big> The Screen Light is your pocket lantern, which is always available. If you don't need the brightest light possible but something dimmer to go easy on your eyes, you can use this white screen mode as a real lantern.  <big><b>Light Bulb</b></big> Have fun with this traditional lamp with switchable colors and variable brightness. Swipe left or right to switch the lamp colors, and up and down to change brightness. The letter A indicates that the light bulb would use the light sensor for its shine.  <big><b>Morse Code</b></big> Send Morse code messages like SOS, CQD, or free text. Choose the speed of the transmission and whether to transmit it from the flashlight or screen light.  <big><b>Strobe Light</b></big> Create different blinking light patterns on the strobe light screen. Choose the ON and OFF blinking frequencies and decide whether to use the flashlight or screen light. Use it as a torch beacon or flash alert in crowded spaces to guide your friends.  <big><b>Police Lights</b></big> Create different lighting patterns for fun and use them at parties. Police Lights, Party Lights, Disco Lights. Now you can share your unique light patterns with your friends and have fun together!  <big><b>Flashlight Notification</b></big> Use the notification controls for quick access from the status bar.   <big><b>Customizable Light Widgets</b></big> Add a custom LED or Light Bulb widget on your home screen with a specific color and functionality.   Tiny Flashlight is useful as a searchlight when you need to find your keys or your way back home. If there is no electricity, or you need to find something under the bed, Tiny Flashlight will always be there to help you."
B1832B6FB59DD8F4153F27F9DB380386576DD9E0DE756BA8C29783AE10895FD1,com.farproc.wifi.connecter,An OPEN SOURCE library which allows you to connect to Wi-Fi hotspots.   This is NOT a standalone application. It is required by Wifi Analyzer and more. Do NOT install until required! Thanks.   The source code:  https://github.com/mkch/android-wifi-connecter
